title,description,department,year
"6.5310 Geometric Folding Algorithms: Linkages, Origami, Polyhedra","6.5310 Geometric Folding Algorithms: Linkages, Origami, Polyhedra()Prereq:6.1220or permission of instructorUnits: 3-0-9Lecture:TR11-12.30(32-082)Covers discrete geometry and algorithms underlying the reconfiguration of foldable structures, with applications to robotics, manufacturing, and biology. Linkages made from one-dimensional rods connected by hinges: constructing polynomial curves, characterizing rigidity, characterizing unfoldable versus locked, protein folding. Folding two-dimensional paper (origami): characterizing flat foldability, algorithmic origami design, one-cut magic trick. Unfolding and folding three-dimensional polyhedra: edge unfolding, vertex unfolding, gluings, Alexandrov's Theorem, hinged dissections.E. DemaineTextbooks (Spring 2025)",EECS,2023
6.5320 Geometric Computing,"6.5320 Geometric Computing()Prereq:6.1220Units: 3-0-9Introduction to the design and analysis of algorithms for geometric problems, in low- and high-dimensional spaces. Algorithms: convex hulls, polygon triangulation, Delaunay triangulation, motion planning, pattern matching. Geometric data structures: point location, Voronoi diagrams, Binary Space Partitions. Geometric problems in higher dimensions: linear programming, closest pair problems. High-dimensional nearest neighbor search and low-distortion embeddings between metric spaces. Geometric algorithms for massive data sets: external memory and streaming algorithms. Geometric optimization.Staff",EECS,2023
6.5340 Topics in Algorithmic Game Theory,"6.5340 Topics in Algorithmic Game Theory()Not offered regularly; consult departmentPrereq:6.1210or6.1220Units: 3-0-9Presents research topics at the interface of computer science and game theory, with an emphasis on algorithms and computational complexity. Explores the types of game-theoretic tools that are applicable to computer systems, the loss in system performance due to the conflicts of interest of users and administrators, and the design of systems whose performance is robust with respect to conflicts of interest inside the system. Algorithmic focus is on algorithms for equilibria, the complexity of equilibria and fixed points, algorithmic tools in mechanism design, learning in games, and the price of anarchy.K. Daskalakis",EECS,2023
6.5350 Matrix Multiplication and Graph Algorithms,"6.5350 Matrix Multiplication and Graph Algorithms()Prereq:6.1220Units: 3-0-9Lecture:TR11-12.30(45-102)Explores topics around matrix multiplication (MM) and its use in the design of graph algorithms. Focuses on problems such as transitive closure, shortest paths, graph matching, and other classical graph problems. Explores fast approximation algorithms when MM techniques are too expensive.V. Vassilevska WilliamsNo textbook information available",EECS,2023
6.5400[J] Theory of Computation,"6.5400[J] Theory of Computation()(Same subject as18.4041[J])(Subject meets with18.404)Prereq:6.1200or18.200Units: 4-0-8A more extensive and theoretical treatment of the material in 6.1400J/18.400J, emphasizing computability and computational complexity theory. Regular and context-free languages. Decidable and undecidable problems, reducibility, recursive function theory. Time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems. Students in Course 18 must register for the undergraduate version, 18.404.M. Sipser",EECS,2023
6.5410[J] Advanced Complexity Theory,"6.5410[J] Advanced Complexity Theory()(Same subject as18.405[J])Prereq:18.404Units: 3-0-9Lecture:TR11-12.30(4-163)Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs.D. MinzerNo textbook information available",EECS,2023
6.5420 Randomness and Computation,"6.5420 Randomness and Computation()Prereq:6.1220and18.4041Units: 3-0-9The power and sources of randomness in computation. Connections and applications to computational complexity, computational learning theory, cryptography and combinatorics. Topics include: probabilistic proofs, uniform generation and approximate counting, Fourier analysis of Boolean functions, computational learning theory, expander graphs, pseudorandom generators, derandomization.R. Rubinfeld",EECS,2023
6.5430 Quantum Complexity Theory,"6.5430 Quantum Complexity Theory()Prereq:6.1400,18.4041, and18.435Units: 3-0-9Introduction to quantum computational complexity theory, the study of the fundamental capabilities and limitations of quantum computers. Topics include complexity classes, lower bounds, communication complexity, proofs and advice, and interactive proof systems in the quantum world; classical simulation of quantum circuits. The objective is to bring students to the research frontier.Staff",EECS,2023
6.1600 Foundations of Computer Security,"6.1600 Foundations of Computer Security()Prereq: (6.1210and (6.1800or6.1810)) or permission of instructorUnits: 4-0-8Fundamental notions and big ideas for achieving security in computer systems. Topics include cryptographic foundations (pseudorandomness, collision-resistant hash functions, authentication codes, signatures, authenticated encryption, public-key encryption), systems ideas (isolation, non-interference, authentication, access control, delegation, trust), and implementation techniques (privilege separation, fuzzing, symbolic execution, runtime defenses, side-channel attacks). Case studies of how these ideas are realized in deployed systems. Lab assignments apply ideas from lectures to learn how to build secure systems and how they can be attacked.S. Devadas",EECS,2023
6.5610 Applied Cryptography,"6.5610 Applied Cryptography()Prereq:6.1200and (6.1800or6.1810)Units: 4-0-8Lecture:MW11-12.30(6-120)Recitation:F11(1-190)Covers advanced applications of cryptography, implementation of cryptographic primitives, and cryptanalysis. Topics may include: proof systems; zero knowledge; secret sharing; multiparty computation; fully homomorphic encryption; electronic voting; design of block ciphers and hash functions; elliptic-curve and lattice-based cryptosystems; and algorithms for collision-finding, discrete-log, and factoring. Assignments include a final group project. Topics may vary from year to year.Y. KalaiNo textbook information available",EECS,2023
6.5620[J] Foundations of Cryptography,"6.5620[J] Foundations of Cryptography()(Same subject as18.425[J])Prereq:6.1220,6.1400, or18.4041Units: 3-0-9A rigorous introduction to modern cryptography. Emphasis on the fundamental cryptographic primitives such as public-key encryption, digital signatures, and pseudo-random number generation, as well as advanced cryptographic primitives such as zero-knowledge proofs, homomorphic encryption, and secure multiparty computation.Staff",EECS,2023
6.5630 Advanced Topics in Cryptography,6.5630 Advanced Topics in Cryptography()Prereq:6.5620Units: 3-0-9In-depth exploration of recent results in cryptography.V. Vaikuntanathan,EECS,2023
6.5660 Computer Systems Security,"6.5660 Computer Systems Security()Prereq:6.1020and (6.1800or6.1810)Units: 3-6-3Design and implementation of secure computer systems. Lectures cover attacks that compromise security as well as techniques for achieving security, based on recent research papers. Topics include operating system security, privilege separation, capabilities, language-based security, cryptographic network protocols, trusted hardware, and security in web applications and mobile phones. Labs involve implementing and compromising a web application that sandboxes arbitrary code, and a group final project.Staff",EECS,2023
6.1800 Computer Systems Engineering,"6.1800 Computer Systems Engineering()Prereq:6.1910Units: 5-1-6URL:https://mit.edu/6.1800Lecture:MW2(26-100)Lab:F1(36-144) orF2(36-144) orF1(26-142) orF2(26-142) orF1(26-210) orF2(26-210) orF1(26-314) orF2(26-314) orF1(4-149) orF2(4-149) orF1(4-261) orF2(4-261) orF1(4-145) orF2(4-145) orF1(24-307) orF2(24-307)Recitation:TR10(34-301,36-153,36-156) orTR11(34-301,36-153,36-156,34-303) orTR12(34-303,36-155) orTR1(34-302,35-310,36-155,24-307) orTR2(34-302,35-308,24-307)+finalTopics on the engineering of computer software and hardware systems: techniques for controlling complexity; strong modularity using client-server design, operating systems; performance, networks; naming; security and privacy; fault-tolerant systems, atomicity and coordination of concurrent activities, and recovery; impact of computer systems on society. Case studies of working systems and readings from the current literature provide comparisons and contrasts. Includes a single, semester-long design project. Students engage in extensive written communication exercises. Enrollment may be limited.K. LaCurtsTextbooks (Spring 2025)",EECS,2023
