title,description,department,year
18.338 Eigenvalues of Random Matrices,"18.352[J] Nonlinear Dynamics: The Natural Environment()Not offered regularly; consult department(Same subject as12.009[J])Prereq:Calculus II (GIR)andPhysics I (GIR);Coreq:18.03Units: 3-0-9Analyzes cooperative processes that shape the natural environment, now and in the geologic past. Emphasizes the development of theoretical models that relate the physical and biological worlds, the comparison of theory to observational data, and associated mathematical methods. Topics include carbon cycle dynamics; ecosystem structure, stability and complexity; mass extinctions; biosphere-geosphere coevolution; and climate change. Employs techniques such as stability analysis; scaling; null model construction; time series and network analysis.D. H. Rothman",Mathematics,2024
18.352[J] Nonlinear Dynamics: The Natural Environment,"18.353[J] Nonlinear Dynamics: Chaos()(Same subject as2.050[J],12.006[J])Prereq:Physics II (GIR)and (18.03or18.032)Units: 3-0-9Introduction to nonlinear dynamics and chaos in dissipative systems. Forced and parametric oscillators. Phase space. Periodic, quasiperiodic, and aperiodic flows. Sensitivity to initial conditions and strange attractors. Lorenz attractor. Period doubling, intermittency, and quasiperiodicity. Scaling and universality. Analysis of experimental data: Fourier transforms, Poincare sections, fractal dimension, and Lyapunov exponents. Applications to mechanical systems, fluid dynamics, physics, geophysics, and chemistry. See 12.207J/18.354J for Nonlinear Dynamics: Continuum Systems.R. Rosales",Mathematics,2024
18.353[J] Nonlinear Dynamics: Chaos,"18.354[J] Nonlinear Dynamics: Continuum Systems()(Same subject as1.062[J],12.207[J])(Subject meets with18.3541)Prereq:Physics II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR9.30-11(2-143)General mathematical principles of continuum systems. From microscopic to macroscopic descriptions in the form of linear or nonlinear (partial) differential equations. Exact solutions, dimensional analysis, calculus of variations and singular perturbation methods. Stability, waves and pattern formation in continuum systems. Subject matter illustrated using natural fluid and solid systems found, for example, in geophysics and biology.N. DerrNo textbook information available",Mathematics,2024
18.354[J] Nonlinear Dynamics: Continuum Systems,"18.3541 Nonlinear Dynamics: Continuum Systems()(Subject meets with1.062[J],12.207[J],18.354[J])Prereq:Physics II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR9.30-11(2-143)General mathematical principles of continuum systems. From microscopic to macroscopic descriptions in the form of linear or nonlinear (partial) differential equations. Exact solutions, dimensional analysis, calculus of variations and singular perturbation methods. Stability, waves and pattern formation in continuum systems. Subject matter illustrated using natural fluid and solid systems found, for example, in geophysics and biology. Students in Courses 1, 12, and 18 must register for undergraduate version, 18.354.B. PrimkulovNo textbook information available",Mathematics,2024
18.3541 Nonlinear Dynamics: Continuum Systems,"18.355 Fluid Mechanics()Prereq:2.25,12.800, or18.354Units: 3-0-9Topics include the development of Navier-Stokes equations, inviscid flows, boundary layers, lubrication theory, Stokes flows, and surface tension. Fundamental concepts illustrated through problems drawn from a variety of areas, including geophysics, biology, and the dynamics of sport. Particular emphasis on the interplay between dimensional analysis, scaling arguments, and theory. Includes classroom and laboratory demonstrations.Staff",Mathematics,2024
18.355 Fluid Mechanics,"18.357 Interfacial Phenomena()Prereq:2.25,12.800,18.354,18.355, or permission of instructorUnits: 3-0-9Lecture:MW3-4.30(2-151)Fluid systems dominated by the influence of interfacial tension. Elucidates the roles of curvature pressure and Marangoni stress in a variety of hydrodynamic settings. Particular attention to drops and bubbles, soap films and minimal surfaces, wetting phenomena, water-repellency, surfactants, Marangoni flows, capillary origami and contact line dynamics. Theoretical developments are accompanied by classroom demonstrations. Highlights the role of surface tension in biology.J. BushNo textbook information available",Mathematics,2024
18.357 Interfacial Phenomena,"18.358[J] Nonlinear Dynamics and Turbulence()(Same subject as1.686[J],2.033[J])(Subject meets with1.068)Prereq:1.060AUnits: 3-2-7Reviews theoretical notions of nonlinear dynamics, instabilities, and waves with applications in fluid dynamics. Discusses hydrodynamic instabilities leading to flow destabilization and transition to turbulence. Focuses on physical turbulence and mixing from homogeneous isotropic turbulence. Also covers topics such as rotating and stratified flows as they arise in the environment, wave-turbulence, and point source turbulent flows. Laboratory activities integrate theoretical concepts covered in lectures and problem sets. Students taking graduate version complete additional assignments.L. Bourouiba",Mathematics,2024
18.358[J] Nonlinear Dynamics and Turbulence,"18.367 Waves and Imaging()Prereq: Permission of instructorUnits: 3-0-9The mathematics of inverse problems involving waves, with examples taken from reflection seismology, synthetic aperture radar, and computerized tomography. Suitable for graduate students from all departments who have affinities with applied mathematics. Topics include acoustic, elastic, electromagnetic wave equations; geometrical optics; scattering series and inversion; migration and backprojection; adjoint-state methods; Radon and curvilinear Radon transforms; microlocal analysis of imaging; optimization, regularization, and sparse regression.L. Demanet",Mathematics,2024
18.367 Waves and Imaging,"18.369[J] Mathematical Methods in Nanophotonics()(Same subject as8.315[J])Prereq:8.07,18.303, or permission of instructorUnits: 3-0-9High-level approaches to understanding complex optical media, structured on the scale of the wavelength, that are not generally analytically soluable. The basis for understanding optical phenomena such as photonic crystals and band gaps, anomalous diffraction, mechanisms for optical confinement, optical fibers (new and old), nonlinearities, and integrated optical devices. Methods covered include linear algebra and eigensystems for Maxwell's equations, symmetry groups and representation theory, Bloch's theorem, numerical eigensolver methods, time and frequency-domain computation, perturbation theory, and coupled-mode theories.S. G. Johnson",Mathematics,2024
18.369[J] Mathematical Methods in Nanophotonics,"18.376[J] Wave Propagation()Not offered regularly; consult department(Same subject as1.138[J],2.062[J])Prereq:2.003and18.075Units: 3-0-9Theoretical concepts and analysis of wave problems in science and engineering with examples chosen from elasticity, acoustics, geophysics, hydrodynamics, blood flow, nondestructive evaluation, and other applications.  Progressive waves, group velocity and dispersion, energy density and transport. Reflection, refraction and transmission of plane waves by an interface. Mode conversion in elastic waves. Rayleigh waves. Waves due to a moving load. Scattering by a two-dimensional obstacle.  Reciprocity theorems. Parabolic approximation. Waves on the sea surface. Capillary-gravity waves. Wave resistance. Radiation of surface waves. Internal waves in stratified fluids.  Waves in rotating media.  Waves in random media.T. R. Akylas, R. R. Rosales",Mathematics,2024
18.376[J] Wave Propagation,"18.377[J] Nonlinear Dynamics and Waves()(Same subject as1.685[J],2.034[J])Prereq: Permission of instructorUnits: 3-0-9A unified treatment of nonlinear oscillations and wave phenomena with applications to mechanical, optical, geophysical, fluid, electrical and flow-structure interaction problems. Nonlinear free and forced vibrations; nonlinear resonances; self-excited oscillations; lock-in phenomena.  Nonlinear dispersive and nondispersive waves; resonant wave interactions; propagation of wave pulses and nonlinear Schrodinger equation.  Nonlinear long waves and breaking; theory of characteristics; the Korteweg-de Vries equation; solitons and solitary wave interactions.  Stability of shear flows.  Some topics and applications may vary from year to year.Staff",Mathematics,2024
18.377[J] Nonlinear Dynamics and Waves,"18.384 Undergraduate Seminar in Physical Mathematics()Prereq:12.006,18.300,18.354, or permission of instructorUnits: 3-0-9Covers the mathematical modeling of physical systems, with emphasis on the reading and presentation of papers. Addresses a broad range of topics, with particular focus on macroscopic physics and continuum systems: fluid dynamics, solid mechanics, and biophysics. Instruction and practice in written and oral communication provided. Enrollment limited.N. Derr",Mathematics,2024
18.384 Undergraduate Seminar in Physical Mathematics,"18.385[J] Nonlinear Dynamics and Chaos()(Same subject as2.036[J])Prereq:18.03or18.032Units: 3-0-9Introduction to the theory of nonlinear dynamical systems with applications from science and engineering. Local and global existence of solutions, dependence on initial data and parameters. Elementary bifurcations, normal forms. Phase plane, limit cycles, relaxation oscillations, Poincare-Bendixson theory. Floquet theory. Poincare maps. Averaging. Near-equilibrium dynamics. Synchronization. Introduction to chaos. Universality. Strange attractors. Lorenz and Rossler systems. Hamiltonian dynamics and KAM theory. Uses MATLAB computing environment.Staff",Mathematics,2024
